index_no,model,simulation,scenario,run,step,time,agent_name,heat_rate,agent_happiness
33,macro_Caiani,macro_Caiani,Scenario1,1,1,2019-12-18T15:10,HH_2,0.653388435317944,1
34,macro_Caiani,macro_Caiani,Scenario1,1,1,2019-12-18T15:10,HH_3,0.6823151949529014,6
35,macro_Caiani,macro_Caiani,Scenario1,1,1,2019-12-18T15:10,HH_4,1.1470363441597284,5
36,macro_Caiani,macro_Caiani,Scenario1,1,2,2019-12-18T15:10,HH_0,0.8162423363833715,4
37,macro_Caiani,macro_Caiani,Scenario1,1,2,2019-12-18T15:10,HH_1,0.855552785897483,1
38,macro_Caiani,macro_Caiani,Scenario1,1,2,2019-12-18T15:10,HH_2,0.653388435317944,1
39,macro_Caiani,macro_Caiani,Scenario1,1,2,2019-12-18T15:10,HH_3,0.6823151949529014,6
40,macro_Caiani,macro_Caiani,Scenario1,1,2,2019-12-18T15:10,HH_4,1.1470363441597284,5
41,macro_Caiani,macro_Caiani,Scenario1,1,3,2019-12-18T15:10,HH_0,0.8162423363833715,4
42,macro_Caiani,macro_Caiani,Scenario1,1,3,2019-12-18T15:10,HH_1,0.855552785897483,1
43,macro_Caiani,macro_Caiani,Scenario1,1,3,2019-12-18T15:10,HH_2,0.653388435317944,1
44,macro_Caiani,macro_Caiani,Scenario1,1,3,2019-12-18T15:10,HH_3,0.6823151949529014,6
45,macro_Caiani,macro_Caiani,Scenario1,1,3,2019-12-18T15:10,HH_4,1.1470363441597284,5
46,macro_Caiani,macro_Caiani,Scenario1,1,4,2019-12-18T15:10,HH_0,0.8162423363833715,4
47,macro_Caiani,macro_Caiani,Scenario1,1,4,2019-12-18T15:10,HH_1,0.855552785897483,1
48,macro_Caiani,macro_Caiani,Scenario1,1,4,2019-12-18T15:10,HH_2,0.653388435317944,1
49,macro_Caiani,macro_Caiani,Scenario1,1,4,2019-12-18T15:10,HH_3,0.6823151949529014,6
50,macro_Caiani,macro_Caiani,Scenario1,1,4,2019-12-18T15:10,HH_4,1.1470363441597284,5
