index_no,model,simulation,scenario,run,step,time,agent_name,heat_rate,agent_happiness
31,macro_Caiani,macro_Caiani,Scenario1,1,1,2019-12-18T15:16,HH_0,1.303243918403517,2
32,macro_Caiani,macro_Caiani,Scenario1,1,1,2019-12-18T15:16,HH_1,0.9590489931504811,4
33,macro_Caiani,macro_Caiani,Scenario1,1,1,2019-12-18T15:16,HH_2,0.97470921512786,4
34,macro_Caiani,macro_Caiani,Scenario1,1,1,2019-12-18T15:16,HH_3,0.8324014338569454,1
35,macro_Caiani,macro_Caiani,Scenario1,1,1,2019-12-18T15:16,HH_4,0.8335978273771414,4
36,macro_Caiani,macro_Caiani,Scenario1,1,2,2019-12-18T15:16,HH_0,1.303243918403517,2
37,macro_Caiani,macro_Caiani,Scenario1,1,2,2019-12-18T15:16,HH_1,0.9590489931504811,4
38,macro_Caiani,macro_Caiani,Scenario1,1,2,2019-12-18T15:16,HH_2,0.97470921512786,4
39,macro_Caiani,macro_Caiani,Scenario1,1,2,2019-12-18T15:16,HH_3,0.8324014338569454,1
40,macro_Caiani,macro_Caiani,Scenario1,1,2,2019-12-18T15:16,HH_4,0.8335978273771414,4
41,macro_Caiani,macro_Caiani,Scenario1,1,3,2019-12-18T15:16,HH_0,1.303243918403517,2
42,macro_Caiani,macro_Caiani,Scenario1,1,3,2019-12-18T15:16,HH_1,0.9590489931504811,4
43,macro_Caiani,macro_Caiani,Scenario1,1,3,2019-12-18T15:16,HH_2,0.97470921512786,4
44,macro_Caiani,macro_Caiani,Scenario1,1,3,2019-12-18T15:16,HH_3,0.8324014338569454,1
45,macro_Caiani,macro_Caiani,Scenario1,1,3,2019-12-18T15:16,HH_4,0.8335978273771414,4
46,macro_Caiani,macro_Caiani,Scenario1,1,4,2019-12-18T15:16,HH_0,1.303243918403517,2
47,macro_Caiani,macro_Caiani,Scenario1,1,4,2019-12-18T15:16,HH_1,0.9590489931504811,4
48,macro_Caiani,macro_Caiani,Scenario1,1,4,2019-12-18T15:16,HH_2,0.97470921512786,4
49,macro_Caiani,macro_Caiani,Scenario1,1,4,2019-12-18T15:16,HH_3,0.8324014338569454,1
50,macro_Caiani,macro_Caiani,Scenario1,1,4,2019-12-18T15:16,HH_4,0.8335978273771414,4
